brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
Toyota,bZ4X,2024,Standard,61582.84,62.3,215,127.5,7.4,130,668,665,FWD,5,Hatchback,35.5,1929,5,2,Japan,Mid-range,26767,3.22,3
Audi,Q6 e-tron,2022,Base,87894.85,84.4,315,107.6,7.62,136,609,589,FWD,7,Hatchback,22.7,1500,5,1,Germany,Premium,64291,3.45,6
BMW,i3,2023,Premium,102426.61,53.1,197,50.8,6.62,146,829,771,RWD,7,Truck,63.4,2700,5,1,Germany,Luxury,26181,3.26,5
BYD,Max,2025,Premium,104281.84,69.7,233,138.3,5.5,170,1000,890,AWD,7,Van,70.4,1633,4,1,China,Luxury,164080,3.52,4
Tesla,Model X,2026,Performance,167028.1,106.1,356,325.4,4.37,186,1000,866,AWD,7,SUV,42.1,2121,4,2,US,Luxury,191484,4.17,5
Kia,Picanto EV,2025,Base,58803.16,70.1,248,86.3,7.19,153,636,517,FWD,5,Truck,68.8,2466,4,1,South Korea,Mid-range,111130,3.52,3
Tesla,Model S,2023,Standard,44024.89,81.6,284,302,7.69,143,283,237,FWD,7,Truck,70.9,2856,5,3,US,Mid-range,124369,3.76,5
Hyundai,Ioniq 5,2024,Long Range,41621.62,97.9,365,103.1,5.66,162,362,322,FWD,5,Hatchback,39,1900,5,1,South Korea,Mid-range,70525,3.62,4
Ford,F-150 Lightning,2021,Base,63458.62,66.8,253,128.6,7.67,136,700,632,RWD,4,Truck,72.9,2629,4,1,US,Mid-range,76517,3.4,4
BMW,i5,2023,Premium,140938.73,59.3,195,101.9,6.9,137,1000,942,RWD,5,SUV,37.6,1843,5,1,Germany,Luxury,51811,3.11,8
Tesla,Model 3,2025,Base,90298.51,49.3,183,228.4,6.81,157,631,512,AWD,5,Sedan,37.3,1528,3,2,US,Premium,163915,3.66,5
Audi,Q4 e-tron,2025,Base,79689.05,81.7,278,148.2,7.13,148,505,432,AWD,5,Van,68.9,1714,4,1,Germany,Premium,66705,3.5,7
Mercedes,EQC,2026,Base,137679.27,71.2,244,54.3,7.92,136,848,725,FWD,7,Coupe,15.9,1767,5,1,Germany,Luxury,34790,3.64,7
Toyota,bZ4X,2025,Long Range,72608.92,97.1,334,75.5,5.77,156,912,799,AWD,5,Sedan,23.1,1731,4,1,Japan,Premium,13954,3.57,4
GM/Chevrolet,Equinox EV,2025,Premium,91034.7,47.9,164,115.9,5.45,169,1000,923,AWD,5,SUV,48,1847,4,1,US,Premium,12825,3.46,3
Rivian,R3,2025,Base,70880.73,80.9,285,59.1,6.31,148,218,273,FWD,5,Truck,78,2589,5,1,US,Premium,11173,3.44,4
Mercedes,EQS,2024,Performance,114049.24,103.4,368,191.2,3.81,187,607,502,AWD,5,Van,70.2,1541,5,2,Germany,Luxury,68987,3.92,6
Tesla,Model 3,2024,Standard,36657.02,61.2,188,296.4,7.11,144,270,219,AWD,5,Coupe,28.4,1813,5,3,US,Mid-range,208877,3.91,5
Tesla,Cybertruck,2025,Premium,124865.93,64.9,241,330.2,7.79,124,895,800,AWD,5,Truck,79.6,2145,4,2,US,Luxury,223231,3.65,4
Volkswagen,ID. Buzz,2026,Base,46634.88,48.4,169,105.6,7.47,137,418,376,FWD,7,Van,77.1,1500,4,2,Germany,Mid-range,203221,3.33,4
Tesla,Model X,2021,Standard,27945.8,48.4,157,300.2,7.15,149,188,200,AWD,7,Hatchback,39.7,1891,5,2,US,Budget,162791,3.38,6
Kia,Niro EV,2024,Performance,51697.58,115.1,396,187.6,3.39,194,533,497,RWD,5,Truck,72.4,2631,5,1,South Korea,Mid-range,56242,3.84,4
Mercedes,EQG,2026,Premium,115211.58,57.3,174,69.8,6.09,161,622,619,RWD,7,Sedan,15.5,1500,4,1,Germany,Luxury,42340,3.43,6
Mercedes,EQG,2025,Standard,139106.45,61.4,208,51.8,6.86,150,922,787,RWD,7,Coupe,38.5,1656,5,1,Germany,Luxury,49644,3.35,6
Hyundai,i30,2025,Standard,60050.99,47.8,165,73.1,7.67,133,663,681,AWD,5,Hatchback,24.1,1500,4,1,South Korea,Mid-range,138281,3.21,3
Volkswagen,ID.4,2026,Standard,44501.34,41.7,150,146,7.64,135,378,326,FWD,7,Coupe,34.3,1547,5,1,Germany,Mid-range,220387,3.14,5
Tesla,Cybertruck,2024,Long Range,45682.18,109.7,377,312.9,5.32,165,335,376,RWD,5,Truck,63.3,2562,4,2,US,Mid-range,170687,3.94,4
Mercedes,EQE,2025,Standard,103044.63,78.9,264,128.1,7.97,132,592,542,AWD,5,Van,63.3,1542,5,1,Germany,Luxury,75663,3.56,5
Ford,Mustang Mach-E,2026,Long Range,53193.55,98,364,83.3,5.19,173,541,487,RWD,7,Van,70.2,1783,4,2,US,Mid-range,23578,3.93,4
Honda,e:Ny1,2026,Performance,51309.25,118.5,410,188.1,3.03,200,742,677,RWD,5,Sedan,36.5,1557,5,1,Japan,Mid-range,6885,3.78,5
Toyota,bZ4X,2023,Standard,69285.92,67.1,201,99.7,5.12,168,831,745,AWD,7,Hatchback,36.2,1552,5,1,Japan,Premium,15625,3.58,4
Mercedes,EQC,2024,Performance,167898.8,106,375,218.2,3.4,200,1000,941,RWD,5,Coupe,24.5,1729,4,1,Germany,Luxury,20936,4.04,6
Tesla,Model S,2023,Performance,82511.11,85.6,289,232,4.31,180,553,487,FWD,5,Coupe,35.2,1518,4,2,US,Premium,243479,3.78,5
Toyota,bZ Compact SUV,2022,Performance,56751.98,90.8,324,228.5,3.6,191,598,543,RWD,5,SUV,50.7,2143,5,1,Japan,Mid-range,9887,3.39,3
Kia,EV6,2024,Base,30277.36,62.3,226,143.8,5.42,172,150,200,RWD,5,Van,75.2,1644,5,1,South Korea,Budget,130299,3.2,5
BMW,i7,2026,Base,48107.44,41.6,150,139,5.91,169,156,200,AWD,7,SUV,45.9,2060,4,1,Germany,Mid-range,49300,3.02,7
Kia,Sportage EV,2023,Premium,102070.65,49.5,174,64.3,5.56,163,1000,940,FWD,7,SUV,50.1,1859,3,2,South Korea,Luxury,148039,3.37,4
Volkswagen,ID.3,2025,Premium,94110.75,60.5,194,64,6.75,149,1000,888,AWD,7,Van,70.2,1687,5,1,Germany,Premium,225387,3.43,4
Tesla,Cybertruck,2025,Standard,125305.65,42,158,277.7,6.96,136,868,786,AWD,7,Truck,57.9,2372,4,2,US,Luxury,199754,3.28,5
BMW,i7,2026,Performance,116974.41,71.9,251,175.3,3.87,190,1000,909,RWD,5,Truck,53.7,2650,5,2,Germany,Luxury,50944,3.38,6
Ford,Explorer EV,2025,Standard,65329.39,49.5,157,137.3,6.01,165,671,629,RWD,7,Coupe,22,1592,4,2,US,Premium,24686,3.21,4
Hyundai,Ioniq,2026,Long Range,78614.71,78,278,57.5,5.83,159,987,924,FWD,5,Truck,67.3,2653,5,2,South Korea,Premium,126223,3.68,4
Mercedes,GLE EV,2026,Standard,135101.31,74.2,242,110.8,5.12,181,807,733,FWD,5,SUV,59.2,2160,4,2,Germany,Luxury,54508,3.82,5
Kia,Niro EV,2023,Premium,96493.02,59.1,207,89.9,7.25,146,1000,965,RWD,7,Van,79,1729,5,2,South Korea,Premium,123691,3.45,4
Audi,e-tron,2023,Base,93510.78,53,195,63.5,5.08,161,659,562,AWD,5,Hatchback,16.9,1834,5,1,Germany,Premium,70832,3.16,6
Volkswagen,ID.4,2024,Standard,78233.39,46.6,161,105,7.69,139,824,725,FWD,5,Coupe,19.5,1684,4,1,Germany,Premium,259295,3.2,3
Tesla,Model S,2025,Base,101976.23,83.7,284,268.2,7.24,139,754,680,FWD,5,Hatchback,27.1,1882,5,2,US,Luxury,160905,3.89,5
Tesla,Model Y,2024,Standard,110000.94,53.4,163,322.5,5.33,172,809,763,AWD,5,Sedan,16.1,1577,4,2,US,Luxury,414109,3.55,4
GM/Chevrolet,Equinox EV,2025,Performance,83117.35,106.5,362,215.7,3.06,200,1000,888,AWD,5,SUV,59.7,1801,3,1,US,Premium,17250,3.59,4
BMW,i7,2025,Premium,107462.71,63,242,78.9,5.42,175,929,805,RWD,5,Sedan,34.2,1736,5,2,Germany,Luxury,59946,3.37,7
Tesla,Model Y,2026,Base,111102.01,57.5,194,273.3,7.1,140,805,733,FWD,5,Sedan,30,1767,5,2,US,Luxury,457566,3.79,5
Tesla,Cybertruck,2026,Base,121350.3,82.3,289,226.3,7.42,130,930,825,AWD,5,Truck,72.6,2759,5,3,US,Luxury,144677,3.86,6
BYD,Qin,2025,Base,43868.55,77.3,290,123,5.63,165,450,423,FWD,5,Coupe,35.5,1761,5,1,China,Mid-range,211394,3.74,3
Audi,Q6 e-tron,2025,Base,91070.12,66.4,224,134.5,7.09,152,640,596,AWD,5,Sedan,21.5,1500,3,1,Germany,Premium,69627,3.71,7
BYD,Dolphin,2026,Base,33590.41,74.1,252,145.1,7.81,140,320,319,AWD,7,Truck,59.1,2166,4,1,China,Budget,225478,3.58,5
Ford,Mustang Mach-E,2025,Base,31921.1,77.2,284,63.3,5.86,172,250,221,AWD,5,Coupe,16,1500,5,2,US,Budget,21264,3.57,5
BMW,i7,2025,Standard,56108.72,78.4,280,142.2,5.11,178,253,262,AWD,5,Hatchback,24.8,1729,5,1,Germany,Mid-range,32771,3.55,5
Mercedes,EQS,2024,Performance,175695.73,119.3,421,160.5,2.98,200,1000,867,AWD,5,Truck,71.5,2775,4,1,Germany,Luxury,47072,4.14,7
Tesla,Cybertruck,2024,Performance,68394.93,94.8,315,254.1,4.15,179,520,388,RWD,5,Truck,64.6,2391,5,2,US,Premium,230110,4,5
BYD,Seagull,2021,Standard,73231.02,46.1,166,143.1,7.63,141,844,798,AWD,5,Sedan,24.9,1547,4,1,China,Premium,227938,3.21,4
Hyundai,Ioniq 6,2025,Standard,70402.19,49.9,170,108.8,7.04,148,866,746,FWD,5,Sedan,21.9,1500,5,1,South Korea,Premium,69074,3.3,4
Polestar,3,2024,Premium,98223.61,58.4,219,103.2,7.31,147,701,672,RWD,5,Coupe,27.3,1500,4,2,Sweden,Premium,3904,3.65,4
BYD,Yuan Plus,2023,Standard,70732.36,45.3,151,118.3,5.92,161,801,724,FWD,5,Hatchback,38.9,1764,4,1,China,Premium,198624,3.14,3
BMW,i5,2023,Standard,106048.4,47.8,195,87,6.06,167,866,827,AWD,5,Hatchback,16.4,1511,5,1,Germany,Luxury,52016,3.3,5
BYD,Seagull,2026,Standard,75687.78,57.9,223,77.4,7.1,136,911,866,AWD,7,Sedan,31.9,1545,3,2,China,Premium,230330,3.4,4
Tesla,Model 3,2024,Premium,164903.76,51.1,184,261.5,6.48,159,1000,922,AWD,5,Coupe,30.2,1747,3,2,US,Luxury,238934,3.62,5
Tesla,Cybertruck,2025,Premium,104330.24,50.1,185,261.5,7.04,145,792,738,RWD,7,Truck,79.1,2220,4,2,US,Luxury,241443,3.82,6
Tesla,Model 3,2022,Premium,74667.63,60.5,201,228.2,6.62,159,552,490,AWD,5,Truck,78.2,2148,5,2,US,Premium,245609,3.71,4
Tesla,Model S,2024,Standard,132957.6,57.4,197,313,5.66,168,1000,900,RWD,7,Sedan,24.8,1603,5,2,US,Luxury,220563,3.46,5
Tesla,Model Y,2025,Performance,146521.88,91.7,343,226.2,3.18,200,1000,863,AWD,5,SUV,58.9,1942,4,2,US,Luxury,406719,4.12,5
BMW,i7,2024,Long Range,126323.43,92.6,337,134.2,4.57,190,1000,906,FWD,7,Hatchback,38.1,1500,5,1,Germany,Luxury,51591,3.87,6
Tesla,Model X,2025,Base,42945.26,77,266,309.9,6.79,148,248,200,AWD,7,SUV,66.1,1861,5,3,US,Mid-range,202664,3.79,5
Audi,e-tron,2025,Standard,109441.61,51.1,161,100.9,7.02,151,876,844,AWD,5,Hatchback,21.6,1589,4,1,Germany,Luxury,27623,3.34,7
Hyundai,Ioniq 6,2026,Long Range,93179.93,102.1,351,126.1,4.97,181,1000,892,FWD,5,Sedan,16.2,1500,4,1,South Korea,Premium,64997,3.42,4
BMW,i5,2025,Premium,79696.27,76.5,251,103.6,6.21,161,550,514,AWD,5,Truck,60,2846,5,1,Germany,Premium,32509,3.24,5
Tesla,Model Y,2025,Standard,85878.17,49.2,188,238.9,6.03,164,605,592,RWD,7,Sedan,29.6,2009,4,2,US,Premium,499717,3.42,5
Tesla,Model Y,2021,Standard,49771.04,62.5,225,212.5,5.56,175,317,261,FWD,5,Coupe,34.2,1578,3,3,US,Mid-range,483023,3.69,5
Tesla,Model 3,2025,Premium,60544.17,81.6,287,247.1,5.81,158,384,366,RWD,5,Truck,51.2,2538,5,2,US,Mid-range,170776,3.98,6
Tesla,Model S,2026,Long Range,125990.82,75.3,272,209.9,4.94,171,955,881,FWD,7,Hatchback,17.1,1589,5,2,US,Luxury,200607,3.97,4
Tesla,Model X,2022,Performance,66277.97,97.7,340,285.5,3.71,189,445,394,RWD,5,Truck,59.1,2882,3,2,US,Premium,108652,4.11,4
Tesla,Model Y,2025,Standard,122990.85,43.1,177,222.1,7.3,132,909,826,AWD,5,Hatchback,25.4,1500,4,2,US,Luxury,444103,3.49,5
Tesla,Model 3,2025,Standard,77509.32,78.6,256,347.7,7.73,130,522,442,RWD,7,Hatchback,18,1500,3,2,US,Premium,156028,3.89,4
BYD,Max,2026,Standard,42445.79,53,173,61.8,5.53,167,444,446,AWD,7,Coupe,34.2,1642,4,1,China,Mid-range,217748,3.05,5
Volkswagen,ID. Aero,2023,Performance,44275.35,90.4,308,211.5,4.49,180,363,288,AWD,7,Hatchback,36.4,1606,5,2,Germany,Mid-range,209760,3.52,3
Hyundai,Ioniq 6,2025,Performance,107109.36,119.6,434,239.3,2.87,200,1000,906,AWD,5,SUV,68.7,2249,5,1,South Korea,Luxury,92278,3.9,3
Tesla,Model S,2023,Long Range,82872.71,88.9,322,293.4,4.31,182,559,488,AWD,7,Coupe,38,1852,5,2,US,Premium,233601,3.61,5
Ford,Mustang Mach-E,2024,Premium,96727.35,71.4,233,128.6,7.7,140,1000,862,AWD,7,Hatchback,20.7,1832,3,1,US,Premium,75873,3.24,5
BMW,i7,2024,Base,84385.88,47.3,177,108.6,7.35,136,601,552,FWD,7,Sedan,23.5,1500,5,1,Germany,Premium,74771,3.09,6
Tesla,Model Y,2025,Long Range,33796.25,90.1,295,250.6,4.06,183,215,200,RWD,5,SUV,43,2400,5,2,US,Budget,476519,3.86,5
Audi,e-tron GT,2025,Base,67634.79,79.9,278,90.2,5.56,167,396,388,FWD,5,Sedan,24.9,1712,4,2,Germany,Premium,62437,3.52,8
Tesla,Model X,2023,Standard,43959.45,63.9,211,207.5,6.67,148,283,251,FWD,5,SUV,62.7,1838,3,2,US,Mid-range,124556,3.97,4
Ford,Explorer EV,2026,Base,55828.42,47.5,163,69,5.68,167,570,527,RWD,5,Hatchback,22.3,1668,5,1,US,Mid-range,64449,3.39,5
GM/Chevrolet,Blazer EV,2025,Standard,55791.9,43.1,150,123.6,6.64,150,646,596,FWD,7,SUV,35.3,1903,5,2,US,Mid-range,16439,3.05,4
Tesla,Model 3,2025,Premium,151283.19,58.3,189,340.8,6.99,152,1000,918,AWD,5,Sedan,36.7,1557,5,2,US,Luxury,203592,3.49,5
Volkswagen,ID. Buzz,2025,Standard,55247.47,53.5,199,114.4,5.73,170,459,410,AWD,5,Sedan,34.4,1500,5,1,Germany,Mid-range,220284,3.29,4
Kia,EV9,2023,Base,65534.18,84.3,248,57.6,5.04,176,708,642,FWD,5,SUV,56.5,1815,4,1,South Korea,Premium,115671,3.43,4
Volkswagen,ID.3,2026,Standard,36867.62,42,175,63.1,6.92,148,259,233,RWD,7,Van,67.1,1542,5,1,Germany,Mid-range,299992,3.38,4
Tesla,Model S,2025,Standard,75212.51,79.3,260,293.3,6.39,154,528,494,FWD,7,Sedan,37.8,1513,5,3,US,Premium,148099,3.93,6
BYD,Atto 3,2025,Long Range,87159.36,101.7,351,140.4,4.35,183,986,946,AWD,5,Truck,68.2,2527,3,1,China,Premium,204628,3.58,3
Audi,e-tron,2023,Standard,63313.85,56.2,189,110,6.71,138,298,281,AWD,5,Van,72.2,1632,4,1,Germany,Mid-range,25175,3.27,6
Hyundai,Ioniq 5,2022,Performance,81725.25,71.7,234,189.2,3.79,197,1000,888,AWD,5,Sedan,37,1500,5,1,South Korea,Premium,72070,3.48,4
Tesla,Model Y,2025,Long Range,64135.13,97.7,359,226.7,5.4,171,471,372,RWD,5,Hatchback,37.5,1742,4,3,US,Mid-range,427732,4.21,4
Volkswagen,ID.4,2025,Performance,91483.89,74.2,246,206.1,3.02,199,1000,891,AWD,5,Coupe,37.3,1500,4,1,Germany,Premium,206750,3.64,3
Tesla,Model 3,2024,Long Range,73678.26,106.1,370,204.7,4.74,177,505,433,RWD,5,Coupe,29.7,1536,5,2,US,Premium,201869,3.99,5
BYD,Leaf 50X,2021,Premium,32842.63,55.1,180,131,7.28,139,415,337,AWD,5,SUV,55.1,2155,4,1,China,Budget,173134,3.1,4
BYD,Atto 3,2022,Premium,107436.09,65.7,255,124.5,7.71,137,1000,899,RWD,5,SUV,37.8,1887,5,1,China,Luxury,201045,3.64,3
Tesla,Model 3,2025,Premium,154568.94,68,235,285.7,5.02,170,1000,937,RWD,5,Coupe,21.2,1756,5,3,US,Luxury,245844,3.7,5
Audi,e-tron,2024,Standard,62074.39,65.3,236,53.7,5.78,160,256,256,RWD,7,SUV,53.4,2242,5,2,Germany,Mid-range,41240,3.53,8
Kia,EV6,2024,Performance,68316.17,76.4,262,155.3,3.88,189,785,658,RWD,7,Hatchback,23.8,1907,4,2,South Korea,Premium,86275,3.61,3
BMW,iX,2023,Base,98461.71,53,185,121,6.84,142,800,752,FWD,7,Sedan,27.3,1509,5,2,Germany,Premium,22686,3,7
Ford,Mustang Mach-E,2023,Premium,61500.69,61.2,209,73,6.01,154,616,524,AWD,7,Sedan,15.4,1576,5,1,US,Mid-range,52208,3.39,4
Hyundai,Ioniq 6,2024,Standard,60164.53,53.1,185,61.2,7.06,146,673,592,FWD,7,SUV,41.7,1827,5,1,South Korea,Mid-range,85467,3.29,5
Tesla,Model 3,2023,Standard,123171.93,71.8,246,208.4,6.3,150,907,860,FWD,5,Hatchback,24.7,1779,4,3,US,Luxury,165942,3.71,5
Hyundai,i30,2024,Base,35093.17,77.1,295,136,7.96,134,249,207,FWD,5,Van,65.6,1663,4,2,South Korea,Mid-range,117101,3.46,4
GM/Chevrolet,Blazer EV,2022,Long Range,54305.64,86.4,289,121.7,5.96,162,669,612,FWD,5,Van,66.9,1708,5,2,US,Mid-range,18445,3.56,4
Tesla,Cybertruck,2024,Performance,188964.7,106.8,367,318,4.35,193,1000,912,RWD,7,Truck,67.4,2274,4,3,US,Luxury,239165,4.27,5
BYD,Leaf 50X,2025,Standard,33650.32,63.9,231,79.2,7.37,134,332,340,AWD,7,Sedan,39.5,1698,4,1,China,Budget,210399,3.56,4
BMW,iX,2026,Standard,111337.67,83.1,295,73.5,5.59,167,1000,922,RWD,7,Van,66,1641,4,1,Germany,Luxury,20689,3.65,7
Volkswagen,ID.3,2024,Base,71569.98,57.7,186,144.5,5.62,158,746,669,RWD,7,SUV,68.2,2030,5,1,Germany,Premium,287315,3.19,3
Tesla,Cybertruck,2022,Performance,161513.5,115.3,420,223.7,2.54,200,1000,924,RWD,5,Truck,75.1,2605,4,2,US,Luxury,172224,4.09,4
Tesla,Model S,2025,Performance,99545.7,74.1,250,202.5,4.19,190,746,677,AWD,7,Hatchback,34.7,1588,4,2,US,Premium,244941,3.69,5
BYD,Dolphin,2023,Premium,78664.3,82.8,301,145.4,6.95,137,845,776,AWD,5,Truck,74,2356,5,1,China,Premium,238674,3.59,4
Tesla,Model Y,2022,Base,75540.09,49.6,150,293.4,5.78,154,490,455,FWD,5,Coupe,23,1503,5,2,US,Premium,455317,3.27,6
Tesla,Model S,2025,Performance,135540.84,85.8,296,299.2,3.77,188,1000,854,RWD,5,SUV,61.5,2369,5,3,US,Luxury,108193,3.98,5
BYD,Seagull,2024,Base,24520.21,71.2,253,57.5,6.21,159,228,201,AWD,7,Hatchback,33.7,1739,5,1,China,Budget,191198,3.48,5
Tesla,Model Y,2026,Base,113350.86,73.5,268,207.2,6.51,155,835,807,FWD,7,Sedan,17.4,1500,5,2,US,Luxury,463970,3.62,6
Audi,Q6 e-tron,2025,Base,80914.99,67.4,220,55.8,5.13,178,484,414,FWD,5,Sedan,30,1500,5,1,Germany,Premium,22856,3.44,7
Tesla,Model X,2023,Performance,84447.94,72.5,255,322.2,3.35,200,602,569,FWD,5,Sedan,36.6,1535,4,2,US,Premium,103295,3.51,6
Tesla,Model S,2025,Base,29088.57,79.3,262,230.9,6.43,148,150,200,FWD,7,Van,79.5,1535,5,2,US,Budget,173989,4.17,6
Volkswagen,ID.3,2026,Long Range,57231.82,83.1,283,81.4,4.75,170,586,546,RWD,7,Van,69.5,1604,4,1,Germany,Mid-range,290062,3.77,4
Fisker,Ronin,2025,Premium,67039.1,75,271,92.9,7.99,127,473,448,AWD,7,Coupe,30.8,1735,5,1,US,Premium,2336,3.5,5
Mercedes,EQG,2024,Base,72880.75,63.7,235,106.4,7.57,133,273,269,RWD,5,Truck,69.4,2466,4,1,Germany,Premium,46123,3.85,5
Ford,E-Transit,2024,Premium,81884.76,79.5,280,54.3,7.91,134,950,893,AWD,5,Hatchback,22.8,1998,3,1,US,Premium,49332,3.58,4
Tesla,Cybertruck,2022,Performance,39719.77,75.3,297,204.3,3.65,200,277,273,AWD,5,Truck,70.2,2610,5,2,US,Mid-range,220959,4,5
BMW,i4,2024,Long Range,83737.7,90.9,331,92.1,5.78,166,611,530,FWD,5,Sedan,22.8,1527,4,2,Germany,Premium,68789,3.44,6
Rivian,R2,2025,Performance,104305.19,112.7,429,159.1,3.37,200,1000,875,FWD,7,Hatchback,29.3,1500,4,1,US,Luxury,26219,4.08,6
Kia,Picanto EV,2026,Long Range,38689.25,93,330,69.7,5.24,173,322,295,FWD,7,SUV,67.4,1906,3,1,South Korea,Mid-range,112175,3.57,4
Ford,E-Transit,2023,Standard,38404.42,49.1,193,124,6.99,148,300,298,FWD,5,Truck,79.1,3000,3,1,US,Mid-range,49683,3.43,4
Tesla,Model S,2025,Standard,47711.51,47.2,173,321.6,5.99,154,308,261,FWD,5,Sedan,26.8,1500,4,2,US,Mid-range,180408,3.58,5
BYD,Dolphin,2023,Long Range,77360.56,106.1,386,136.6,4.88,176,878,785,RWD,7,Truck,52.9,2502,5,1,China,Premium,154361,3.89,4
BYD,Leaf 50X,2021,Performance,86937.42,114.7,426,245.8,4,200,961,894,FWD,7,Sedan,35.9,1500,5,1,China,Premium,145646,4.13,4
Tesla,Model 3,2026,Standard,127646.69,65.6,239,238.5,6.59,154,936,844,FWD,7,SUV,57.6,2416,4,2,US,Luxury,120535,3.74,4
Kia,Sportage EV,2025,Long Range,37973.05,76.2,263,50.6,4.99,172,328,234,RWD,5,SUV,40.5,2061,4,2,South Korea,Mid-range,66783,3.42,4
BYD,Atto 3,2023,Long Range,48954.46,94.7,326,56.1,4.75,184,512,464,AWD,5,Van,74,1616,5,1,China,Mid-range,200483,3.75,4
Kia,EV9,2021,Long Range,60641.55,109.9,404,83.4,5.66,168,698,655,AWD,5,SUV,57.2,2142,5,2,South Korea,Mid-range,116742,3.9,5
Tesla,Model S,2025,Long Range,89182.57,108.7,358,299.9,5.62,158,683,643,FWD,5,Truck,69.3,2123,4,2,US,Premium,161378,4,6
Hyundai,Ioniq 5,2024,Premium,41142.11,53.2,176,90.5,5.85,160,367,339,AWD,5,Hatchback,17.5,1865,4,1,South Korea,Mid-range,133250,3.71,4
Tesla,Model S,2025,Base,99045.61,69.9,238,316.4,7.86,125,716,620,FWD,5,SUV,60.9,2154,4,3,US,Premium,134937,3.58,5
Tesla,Model 3,2024,Long Range,54793.42,108.6,395,265.4,4.22,191,350,288,FWD,5,Hatchback,20.8,1657,4,3,US,Mid-range,136524,4.42,6
Tesla,Cybertruck,2025,Premium,160711.64,76.8,290,265,6.64,153,1000,885,AWD,5,Truck,67.5,2776,5,2,US,Luxury,208796,3.95,5
BYD,Atto 3,2023,Base,53518.98,71.2,260,109.6,6.1,153,632,516,FWD,7,Hatchback,28.5,1500,4,2,China,Mid-range,222794,3.15,4
Ford,E-Transit,2025,Standard,43156.03,81.3,293,146.7,7.18,139,341,288,FWD,5,Van,65.4,1526,4,2,US,Mid-range,34530,3.75,4
BMW,i7,2022,Long Range,115394.15,98.5,343,61,4.94,167,1000,863,AWD,5,Sedan,18.5,1500,5,1,Germany,Luxury,58674,3.4,5
GM/Chevrolet,Bolt EUV,2025,Base,38010.06,62.7,226,57,7.27,137,303,283,RWD,7,Hatchback,27,1852,4,2,US,Mid-range,16274,3.18,4
Hyundai,Ioniq,2022,Long Range,67747.05,89.8,333,82.6,4.95,173,779,667,AWD,5,Coupe,29.8,1778,5,2,South Korea,Premium,100096,3.57,4
Mercedes,EQG,2023,Long Range,133058.62,89.4,309,123.4,5.84,158,777,661,AWD,7,Truck,65.8,2651,5,1,Germany,Luxury,29039,3.99,8
Fisker,Ronin,2026,Base,89077.35,81.7,286,60.9,6.38,155,727,707,FWD,5,Coupe,33.3,1746,4,2,US,Premium,28442,3.61,5
Tesla,Model 3,2025,Premium,106221.52,66.8,251,322.1,7.55,134,785,681,AWD,7,Sedan,24.8,1593,4,2,US,Luxury,106799,3.65,5
GM/Chevrolet,Bolt EV,2024,Standard,59253.96,56.6,223,145.1,5.33,160,753,666,RWD,7,Truck,64,2655,5,2,US,Mid-range,22516,3.7,4
Tesla,Model X,2022,Standard,45367.75,80.8,287,280.7,7.63,134,319,269,FWD,5,Sedan,32.8,1627,5,2,US,Mid-range,112809,3.72,5
Tesla,Cybertruck,2026,Base,101101.42,71.8,255,345.4,5.47,163,743,693,RWD,5,Truck,58.6,2449,3,2,US,Luxury,118722,3.89,5
GM/Chevrolet,Silverado EV,2024,Performance,71690.64,77.9,282,184.2,2.81,200,1000,943,AWD,5,Sedan,36,1500,4,1,US,Premium,26479,3.38,3
Kia,EV6,2026,Base,65902.95,59.6,203,101.4,7.56,132,701,645,AWD,5,Sedan,19.5,1918,4,1,South Korea,Premium,95119,3.3,4
Mercedes,GLE EV,2024,Performance,178911.77,79.7,265,204.2,4.48,187,1000,924,AWD,5,Truck,71.7,2315,4,2,Germany,Luxury,68804,3.85,6
Tesla,Model Y,2025,Long Range,97027.38,108.3,372,265.9,5.23,170,708,592,RWD,5,Truck,60.6,2443,5,2,US,Premium,401761,4.12,4
Tesla,Model Y,2023,Standard,53432.36,79.6,289,218.5,6.41,146,397,369,AWD,7,Coupe,31.6,1500,5,2,US,Mid-range,490497,3.93,6
Tesla,Model X,2025,Long Range,92231.53,76,264,230.5,5.11,177,643,559,FWD,5,Van,79.3,1571,4,2,US,Premium,226342,3.56,5
Tesla,Model X,2024,Standard,125065.93,50.7,159,274.5,5.27,172,917,842,RWD,7,Hatchback,34.8,1620,4,2,US,Luxury,243623,3.24,6
BMW,i3,2026,Standard,62674.5,70.6,211,55.7,6.14,160,342,306,FWD,5,Coupe,18,1500,3,1,Germany,Mid-range,61611,3.24,6
Hyundai,Kona Electric,2023,Long Range,40702.92,77.5,277,76.4,4.65,183,398,317,AWD,5,SUV,61.4,2484,4,1,South Korea,Mid-range,128695,3.64,4
Audi,e-tron GT,2023,Base,67690.27,64.3,232,90.1,6.29,158,335,307,RWD,5,Sedan,19.6,1806,4,1,Germany,Premium,63429,3.38,5
